x, y
7.957371225577264, 22.929936305732483
11.012433392539965, 45.859872611464965
14, 107.00636942675159
17.97513321492007, 244.5859872611465
21.03019538188277, 332.484076433121
26.00355239786856, 531.2101910828026
28.987566607460035, 775.796178343949
32.96625222024866, 1444.5859872611466
35.95026642984014, 1819.1082802547771
