x, y
8, 25.16778523489933
11, 50.33557046979866
14, 109.06040268456377
18, 218.12080536912754
21, 302.013422818792
26, 713.0872483221477
29, 1233.2214765100673
33, 1535.2348993288592
36, 1543.6241610738257
40, 1627.51677852349
